5.811283099539539254e-01 7.419174515622639632e-02 6.132720643850799735e-01 5.007800043617336438e-01 8.883113753462278106e-02 7.798321751266372448e-02 4.579493293968096845e-02 4.056452275751922659e-02 4.581638470064569590e-02 5.079755193639942656e-02 4.533394942420390650e-02 7.384121909933576144e-02
4.339905360642892784e-01 1.240035410219617606e-01 3.784914822214286434e-01 1.742056040984951981e-01 4.024619748532424768e-01 1.181485271895737071e-01 1.671342889045459579e-01 4.234227070236378232e-01 4.085786803134675571e-01 1.646277686437400689e-01 1.814072065559289293e-01 1.121122293539901643e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.438749844108877740e-01 9.625012708062374855e-02 1.188839467748297185e-01 5.617744203034898964e-01 8.618680555771822405e-02 1.123881245007519042e-01 8.097619302828036603e-02 1.536357003916471176e-01 1.960586541830475482e-01 5.011829489792211101e-01 1.102739216825527613e-01 1.149261152953746229e-01
8.005885580744105390e-01 3.304663161227893164e-01 2.911483353102105043e-01 2.324832691760357062e-01 1.876585248458346178e-01 1.436992202135954633e-01 1.215970877411709783e-01 1.063872965072391319e-01 8.804279864145943268e-02 7.637134676489652774e-02 8.896202024208009485e-02 8.698561088171427591e-02
5.956434876016316604e-01 1.401254172088145511e-01 5.511073050562651510e-01 9.311549198476248845e-02 9.409427475149047260e-02 6.097469785463729280e-02 5.302344730619249491e-01 7.224530386519051328e-02 5.712362887369384912e-02 5.521501324367028563e-02 7.065784376256827037e-02 5.422160431229634814e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.632760815152299039e-01 3.891412340469425635e-01 1.734100338463902546e-01 1.600633034516190378e-01 3.681882383268714753e-01 1.968167909982317942e-01 3.577634835046496486e-01 1.530757859242558860e-01 4.090265265721215182e-01 4.191463351440568030e-01 2.368841259481064832e-01 2.034501092692247992e-01
8.535988599785288011e-01 3.318849448895033749e-02 2.944564116718467739e-02 5.462707457122297633e-02 5.602107422160009648e-02 5.843462952445545311e-02 5.012353419738659888e-01 5.445977865410855934e-02 2.727526712214763463e-02 2.814721488345103481e-02 4.229671452946726085e-02 4.832625410037829500e-02
5.800984324522101554e-01 5.669497233288407489e-01 5.215823881267535322e-02 3.995437343859618157e-02 3.573786478808092110e-02 2.755490947844756525e-02 2.467832070592630364e-02 1.972409872491425256e-02 3.056010240245124465e-02 2.717428869006794853e-02 2.995672998752021629e-02 5.763095443903154536e-01
2.470957071201387023e-01 1.332352031717155549e-01 4.260408178167754967e-01 2.595736142141816249e-01 1.704313567040968147e-01 3.186279373749771326e-01 1.664107972588848017e-01 1.464000412444171895e-01 3.876945101489913670e-01 1.496121864497832465e-01 3.937237677395451496e-01 4.060756978136956796e-01
1.385015121812735173e-01 5.131891771520480372e-01 3.698141403084437284e-01 3.621123504249683100e-01 1.782330353257696176e-01 1.799773814232239477e-01 1.306526363042422589e-01 1.653116721744292139e-01 1.246394109146867907e-01 1.517160000060349678e-01 3.810257221927983440e-01 3.965804905133999414e-01
5.430482694690306200e-01 7.966760191049271356e-02 7.177716211692308779e-02 7.110206146119031623e-02 7.678130604261322600e-02 8.641571525309157953e-02 5.184116249224196560e-01 2.685640627984309248e-01 6.812804917013204342e-02 8.622081547974748406e-02 8.573672640757259988e-02 5.611395782194563697e-01
8.781575787258159016e-01 4.618753954771926962e-01 9.036491116903243304e-02 4.173556551299754253e-02 3.228828616821151354e-02 2.678061447486265734e-02 2.197423221984131855e-02 2.379824338642569370e-02 2.421009801781439860e-02 1.976267616575413250e-02 1.956058750051184458e-02 3.787406204818660055e-02
5.740157644733382414e-01 7.625471072424239161e-02 5.741794183700120457e-02 5.695292563062247237e-02 1.178197559157782015e-01 5.264019950310357965e-01 1.341006842953182399e-01 1.043227917210760580e-01 5.543697473033536438e-01 5.896773457408312213e-02 8.609232618486140076e-02 1.417355732136524604e-01
9.189979259950160906e-02 1.984220584816135391e-01 2.751030008698985285e-01 2.888950183971976116e-01 3.078328899469147117e-01 3.061572716520680193e-01 3.002336342620787746e-01 3.097680819442724109e-01 3.222872394717799516e-01 3.301658112552738888e-01 3.142459267523997068e-01 3.268367009760729247e-01
7.109313778814699836e-01 3.011657254835398145e-02 2.360306006121141997e-02 2.089681106162201429e-02 2.085421682031029372e-02 1.781210662031619887e-02 2.192420093730539088e-02 6.973145862124765504e-01 1.713113296190753657e-02 5.347199627857418536e-02 1.155271021498399317e-02 4.369347086180966344e-02
8.915770610916100292e-02 8.589465464490342317e-02 7.197204448125181508e-02 5.955559983634836629e-02 6.071102621228251228e-02 1.121130833581142905e-01 1.400332220639745606e-01 4.016974392688498763e-01 4.181723211698506470e-01 4.247473578523191517e-01 4.682089140959883600e-01 4.519102383122938216e-01
5.469451154456083097e-01 1.250541523941651745e-01 5.779116168134396103e-01 7.784798944639172158e-02 5.599323731485075228e-01 1.136303924053447129e-01 5.172325262992187589e-02 5.927099323554676363e-02 3.523512037079004622e-02 4.720150497501379716e-02 6.298340669416933879e-02 7.148058458410676275e-02
7.129597196213550703e-01 1.928451900113348216e-02 2.446050943119295468e-02 2.824143960713831197e-02 6.902394268711583569e-01 8.432040572734803008e-02 1.728528932907109558e-02 4.702978186943294198e-02 4.715732898219641978e-02 2.011624577308622833e-02 2.487240495221510264e-02 2.495110625694657233e-02
2.142525997856484787e-01 3.914547109721006057e-01 5.297122882202791594e-01 5.085253212056020100e-01 1.453339368951917510e-01 1.578550727152433775e-01 2.073482817761397035e-01 2.209195214319859546e-01 2.014021860881546611e-01 1.704000245259145174e-01 1.701536265379333945e-01 1.589834409611247390e-01
